Wavelength (nm),Au@BSPP@70C,Au@BSPP@5C
710,0.133702016454327,0.923693890370449
709,0.134578564304948,0.925390175647036
708,0.135316207310247,0.925239319261782
707,0.136411116453857,0.926122943276725
706,0.137356403734594,0.927259173354233
705,0.138427635347057,0.926863046689918
704,0.13975864275062,0.928871859846972
703,0.140317549340368,0.928388890022481
702,0.141654657388522,0.929635873567382
701,0.142472702142381,0.929833880198601
700,0.143231699352503,0.929404512322735
699,0.144919317285624,0.930849993847608
698,0.146076096000204,0.930773232398181
697,0.147185101001363,0.931293859304226
696,0.147977534254336,0.931945279773836
695,0.149142571486038,0.93244285818959
694,0.150628908584435,0.93268399123429
693,0.151671351783601,0.932401260767179
692,0.152837410169664,0.932117053723055
691,0.154459690515166,0.932521217284854
690,0.155463760268489,0.933195706415615
689,0.156902524160794,0.933296096054302
688,0.15839404513051,0.932789251875018
687,0.159820423740466,0.932318659322874
686,0.161092127332421,0.932752942663233
685,0.16249602324963,0.933252502235735
684,0.163800319893174,0.932490581045464
683,0.165670476345641,0.932866148731233
682,0.166927477098403,0.932188406367096
681,0.168882815778364,0.93239187281879
680,0.170174135428401,0.93254074693788
679,0.171916874782697,0.932288286543967
678,0.173716487554376,0.93234449308452
677,0.175368231947499,0.931997236439721
676,0.177107734175114,0.9320135883058
675,0.179085197782432,0.931739312569447
674,0.180737864228369,0.931224862937308
673,0.182483801276188,0.930907560040567
672,0.184403065768121,0.931209258793754
671,0.186323296225869,0.930750526632953
670,0.18838229109236,0.930234049806541
669,0.190424124794523,0.929970148202605
668,0.1926574929802,0.930086515104505
667,0.194575227488501,0.929967449411296
666,0.197184213473159,0.929640661653404
665,0.19903996107954,0.929502626350826
664,0.2013488551081,0.929323908719475
663,0.203722431943226,0.928902818758539
662,0.20622906567892,0.929133033275104
661,0.208554592697536,0.928710920056398
660,0.211252558274397,0.928290231712579
659,0.213675872290189,0.928497835271687
658,0.216474159390515,0.928741290816456
657,0.21913926158933,0.928409771364931
656,0.221832985347762,0.928186659117388
655,0.224686109139146,0.928530633966982
654,0.227634738471564,0.928654742494268
653,0.23044120225112,0.928574030859304
652,0.23357439377486,0.928900291417725
651,0.236839753437415,0.928648015951746
650,0.239978773326588,0.929035772126781
649,0.24312506014167,0.928802313357013
648,0.246654886549187,0.929058003681631
647,0.250161137990307,0.92970536102588
646,0.253822874472683,0.929588518387084
645,0.257484836765329,0.92962357338149
644,0.26131451048662,0.930344478779725
643,0.264709200433638,0.930276625158754
642,0.268985496339324,0.930476330321393
641,0.272957083728167,0.931576228855683
640,0.27704380145529,0.93172291572654
639,0.280857374962093,0.931743100798253
638,0.285282168541801,0.932280368374563
637,0.289860221548346,0.93217619975002
636,0.294147994038674,0.932844857971855
635,0.299376600312097,0.933617093472154
634,0.304181473982503,0.933867159996377
633,0.309002925215152,0.934377796033892
632,0.31404806270324,0.93505707168111
631,0.319122001864272,0.935087304340728
630,0.324660925208322,0.936051784973979
629,0.3302666976169,0.936763951688651
628,0.335562122854415,0.937264228355887
627,0.341191068575803,0.937953366651988
626,0.347051557349496,0.939152911044515
625,0.353411966697848,0.939350324849436
624,0.359557416940396,0.940648280297715
623,0.366114161037099,0.940430274318582
622,0.372719018847598,0.941754753428587
621,0.37985622101995,0.941626477089247
620,0.386220710528503,0.942860251395966
619,0.393954947169607,0.944017292551709
618,0.401112529617205,0.944379422708203
617,0.409003016369714,0.94529023637257
616,0.416581739294463,0.945822487319694
615,0.424892520263962,0.946703163186951
614,0.433339713538543,0.947924600102096
613,0.44152308427333,0.948560738445622
612,0.451038454703807,0.949900194413201
611,0.45985187316299,0.950535568221094
610,0.468861307562782,0.950981903925181
609,0.478078342073056,0.952280066140597
608,0.488258931610905,0.952965011801567
607,0.498760591825178,0.953232691687976
606,0.509544295774849,0.954350910751968
605,0.519786338390661,0.955517051762966
604,0.530228769118464,0.956364627263718
603,0.541350500193931,0.95751738653476
602,0.553739101990074,0.957774969545204
601,0.565632687088512,0.958689395236964
600,0.578413823422941,0.959267499093946
599,0.59138740590997,0.960222128966689
598,0.605062010291506,0.959881745351608
597,0.616932576942824,0.961542119578817
596,0.630475948317073,0.962333154191346
595,0.64522705963991,0.962846944900014
594,0.66017120763955,0.963685478522082
593,0.675318406563109,0.963666728962037
592,0.692067957568455,0.964292746990449
591,0.70820055223085,0.964769805201312
590,0.724184226116894,0.965499705666539
589,0.741148573310346,0.966160010235144
588,0.758728751940303,0.966146451291329
587,0.777086456109083,0.966661329718703
586,0.796184010419501,0.967204872128762
585,0.815419452769667,0.968050397560697
584,0.835129872381693,0.967688926442376
583,0.856161870881922,0.968120809599918
582,0.876576365273284,0.968150096191992
581,0.898331646273461,0.967904829361699
580,0.920093430061782,0.968066571476894
579,0.944376946016978,0.968638095663113
578,0.967297774479422,0.968126702841655
577,0.991410749208617,0.968293250048504
576,1.01589349559993,0.96872504237958
575,1.0409275402234,0.968475177655768
574,1.06779513937649,0.968553875103419
573,1.09475869471983,0.967549755106248
572,1.12108488156475,0.967927729899383
571,1.14835306569377,0.967292822786875
570,1.17722856820368,0.96735999055487
569,1.20741604203423,0.966707210825841
568,1.23825387040353,0.966178927614612
567,1.26847541653807,0.965882929151551
566,1.2971760230246,0.965968607918923
565,1.32976615464121,0.965133512157933
564,1.36310619026298,0.96509836689226
563,1.39719659521798,0.964444890668375
562,1.43104586817796,0.963859798889341
561,1.46396578642973,0.964467192065307
560,1.50111606362951,0.962851311474686
559,1.53457766289767,0.962160631701876
558,1.5723423614742,0.961589891730348
557,1.60764671956245,0.960616916017339
556,1.64699388582616,0.96035406872676
555,1.68243709261366,0.959028050250816
554,1.71998350005989,0.958522990073875
553,1.75751575366039,0.95710937037886
552,1.79161966538458,0.957232421136453
551,1.83187524503124,0.955943804842233
550,1.87165818867174,0.954630289293783
549,1.9081484844878,0.954024584856903
548,1.94602562166088,0.952576594385363
547,1.9821612704255,0.952385488098811
546,2.01465553313893,0.951286773549392
545,2.05675050132445,0.949829705917637
544,2.0916676460012,0.948968019348231
543,2.12781707598942,0.947587091163713
542,2.16207563909549,0.946169832492838
541,2.18385818880789,0.945923553365962
540,2.22194768330321,0.944151967652836
539,2.25154670944018,0.94264320235859
538,2.28613763285386,0.940627818184458
537,2.30600643037936,0.939591326752566
536,2.3342563912251,0.938130115550479
535,2.36435783535789,0.935705291769013
534,2.3910697665616,0.9344128780749
533,2.4073391882954,0.933336835672039
532,2.43426209544922,0.93065836389919
531,2.44790669743614,0.928155614093973
530,2.46245157767571,0.925870502315016
529,2.47800462094009,0.924659159181126
528,2.48666325896494,0.922835561024491
527,2.49543244651589,0.919625793155655
526,2.50051569980068,0.917510281948245
525,2.51250494961714,0.914859310202694
524,2.50024532957539,0.911795838651139
523,2.50987832227393,0.908454115691313
522,2.50635147931723,0.905577829169558
521,2.50628331330341,0.901937934076988
520,2.496266842549,0.898840129981962
519,2.48635241202132,0.89597140084772
518,2.48097896547043,0.892922695572655
517,2.46154302220847,0.889439560693993
516,2.44695696980337,0.885574357331024
515,2.4253791041302,0.881791260765685
514,2.41579077619622,0.878107547126296
513,2.39948760869324,0.874264231729832
512,2.38305614657954,0.871139031743082
511,2.35302763153755,0.866975284909843
510,2.33432713060048,0.862912902801116
509,2.3137507915888,0.859362546627633
508,2.29100113622114,0.855586590161657
507,2.26427766004985,0.851775966133666
506,2.23799335639119,0.847125410171573
505,2.20946698497542,0.843654477517265
504,2.1881055018304,0.840317418075818
503,2.15965394577752,0.836815850874956
502,2.13700786678067,0.833169621122129
501,2.1090490437758,0.829591427206465
500,2.08029670585109,0.825896432594422
499,2.05435182076169,0.822463759445898
498,2.03040470916051,0.819058389566825
497,2.00573603397773,0.816965475133433
496,1.982312536066,0.814158640723364
495,1.95679742131977,0.810888907264216
494,1.93118477660816,0.807794694572178
493,1.9072449468565,0.805108416828444
492,1.88906260281907,0.803321855349151
491,1.8691506047265,0.80181995647653
490,1.8439394400195,0.799240862382748
489,1.82275740876548,0.796957571872509
488,1.80680331516526,0.79586943011208
487,1.79081236730152,0.794326133256604
486,1.76858578254743,0.791993260761924
485,1.75098988933909,0.790362282849826
484,1.73850980836597,0.790033452914139
483,1.72462130472791,0.78970483189082
482,1.70802074226922,0.787926032075928
481,1.69131078801998,0.787582533137648
480,1.67864925977159,0.786507427693769
479,1.66474504387,0.78569048500681
478,1.65277280603097,0.785009609063513
477,1.64141436866595,0.78452089906679
476,1.63094673264313,0.784112564516453
475,1.61968983958546,0.78392723140832
474,1.60988408631522,0.783204523157342
473,1.60069725506519,0.783247579885939
472,1.59105803932064,0.783060651936709
471,1.58389098229593,0.782951062141236
470,1.57448688693183,0.78249493805592
469,1.56681490849585,0.782794912069676
468,1.55971636448483,0.782773052399678
467,1.55344054722556,0.782652353459501
466,1.54730067815127,0.783075849838715
465,1.54121771215959,0.782911685675709
464,1.53587199764087,0.783195448789293
463,1.53034651967504,0.783500781651696
462,1.5251815550127,0.783203776773593
461,1.52017932762511,0.783651680395112
460,1.51685640402331,0.784016641118386
459,1.51361445581027,0.78427143380835
458,1.5096505844387,0.784800590244733
457,1.50628051681109,0.784707668333251
456,1.50261425436787,0.784903272957683
455,1.49862503329271,0.785364027190822
454,1.49620450120564,0.785433081818427
453,1.49420732175943,0.786209626004899
452,1.4919078265393,0.786303305078386
451,1.49029223538136,0.786744833957735
450,1.48816190797404,0.787117478158243
449,1.48583548176685,0.78744025895367
448,1.48441273059189,0.787354980267105
447,1.48338951254456,0.787968328262374
446,1.48234369506759,0.788599447505784
445,1.48095352057249,0.788962023342545
444,1.48032690943833,0.789235548148736
443,1.47951175111908,0.789188548081496
442,1.47877046440581,0.789577088661696
441,1.478675322999,0.79023418642265
440,1.47793949745865,0.790738604887128
439,1.47770570967806,0.791085890252757
438,1.47744397200171,0.791276705485258
437,1.47791187779052,0.791243089673155
436,1.47775061983456,0.791905279898809
435,1.47826377088924,0.792079294822071
434,1.478473807024,0.792246320112107
433,1.47981200001245,0.792878710570375
432,1.48039884108133,0.793363490717629
431,1.48074727421599,0.793432381278814
430,1.48213668941731,0.793715256777979
429,1.48334790521427,0.793934127890166
428,1.48424430455262,0.79449277521003
427,1.48509203218562,0.794736040507024
426,1.48713489512269,0.794758268649787
425,1.48840592741325,0.795280170159038
424,1.49013406708125,0.795617283068143
423,1.49171227468356,0.796080811057076
422,1.49334515811338,0.796241772295276
421,1.49516074380083,0.796976913367769
420,1.49740748658138,0.797209159665227
419,1.49934580088775,0.797618468443638
418,1.50155889906356,0.797957280095861
417,1.50467745414729,0.798354969291651
416,1.50701913065093,0.798240516534615
415,1.50909560306601,0.798928011806306
414,1.51173639561287,0.799306574154857
413,1.51425935263944,0.799546188374334
412,1.51751455266632,0.799967015681809
411,1.52046604797055,0.8003918476384
410,1.52402364058751,0.80064490177537
409,1.52668305223309,0.801065976936899
408,1.52924588095792,0.801303246740499
407,1.53280966272443,0.801900249389448
406,1.53672957476894,0.801651873320927
405,1.5395436398243,0.801957423054586
404,1.54362118482133,0.80317531847471
403,1.5475023918449,0.803600008213038
402,1.55181207223462,0.803838337313446
401,1.55570672662968,0.804184099576328
400,1.56066792625678,0.804811460049106
399,1.56388582955826,0.805070490870515
398,1.56767483480861,0.805275198140631
397,1.57214439211468,0.805662728430189
396,1.57693036247468,0.806134914027897
395,1.58050749885405,0.806630374798908
394,1.58533408550573,0.807181693507831
393,1.59058283878197,0.807243344972198
392,1.59375244403575,0.807854894750848
391,1.5990745834468,0.808176824591371
390,1.60233543417317,0.808392035057026
389,1.60852145129961,0.808524893662886
388,1.61195076972816,0.808910917933815
387,1.61667615949775,0.809262996505736
386,1.62078286096534,0.809556919606832
385,1.62577394066528,0.809674101995407
384,1.63031287622515,0.810039712147697
383,1.63571670404601,0.809869211717957
382,1.64054473884314,0.810424492707603
381,1.64523544407287,0.810945978558594
380,1.64827560018832,0.810958876118919
379,1.65482519653691,0.811278380478886
378,1.66077913633585,0.811309308677835
377,1.6650927210119,0.811456687909015
376,1.66968419903515,0.811870841370091
375,1.67386154667242,0.811869750311514
374,1.68103427660779,0.811957631271307
373,1.68656392060988,0.811941178468373
372,1.69001304009544,0.812536099891447
371,1.69385145578842,0.812929199144422
370,1.69663950328701,0.812809158706709
369,1.70116066958221,0.813465032711185
368,1.7050522500567,0.81416492640638
367,1.70768655882558,0.815183818087697
366,1.70857184973035,0.815748438474265
365,1.71426084835215,0.816781029892477
364,1.71580327177707,0.816709140814277
363,1.7193716463779,0.8176740143908
362,1.72369539921802,0.818328380359009
361,1.72900570684531,0.819215379243099
360,1.73106643896292,0.820083195352213
359,1.73567510690891,0.8207176484312
358,1.73956428112671,0.821416897840606
357,1.7442159828336,0.822860787621797
356,1.74837958010903,0.823740281852653
355,1.75305489427833,0.825469861432878
354,1.76086841688962,0.826719611372473
353,1.76650857297074,0.828274082543992
352,1.76878452701604,0.830185260528058
351,1.77421151075327,0.832400564970659
350,1.78346457847048,0.834846664852465
349,1.79000656709875,0.837456505071552
348,1.80065577945844,0.840546608862955
347,1.80843296874558,0.844634255872407
346,1.81795618588949,0.848907230259867
345,1.82519126991658,0.853908620399817
344,1.83899710563381,0.85947327361351
343,1.84949165176771,0.865515737131612
342,1.86630931783861,0.872745502997484
341,1.87998662128314,0.880894884417659
340,1.89732781592643,0.89027122163636
339,1.91308187322281,0.900809631961076
338,1.93443970620279,0.91276778762984
337,1.95694534226531,0.926667920101366
336,1.97486894348373,0.942611418446469
335,2.00336956798944,0.960659857637821
334,2.03270720692119,0.980409214499343
333,2.05899771553924,1.00243949846615
332,2.0968976057171,1.02759816007561
331,2.13636613290944,1.05788468877089
330,2.17410291117416,1.08970744781517
329,2.22349518357602,1.12639855008902
328,2.27081575526454,1.16915193664357
327,2.32479706227938,1.21299911922546
326,2.39559284251532,1.2638851984769
325,2.45480300876235,1.31996395855133
324,2.51272388996969,1.37788837484319
323,2.60887912173327,1.4481208975547
322,2.69122314089221,1.53145575780748
321,2.79326249084168,1.6218299064628
320,2.87688352444044,1.71739398103857
319,2.9569099413948,1.81462874647189
318,3.07313693270271,1.9345953378596
317,3.24167891277224,2.06754093125646
316,3.35036589799802,2.2123719892498
315,3.43056926462753,2.35399889990459
314,3.66300141980112,2.50012888669481
313,3.8849045179001,2.69351873874405
312,3.89476089770255,2.85172854025976
311,4.52537471130353,3.04073451223859
310,3.99801611368197,3.23103374591114
309,10,3.37084948812121
308,10,3.53324051338233
307,5.20699196660444,3.70258873570119
306,4.82066116330238,3.61103232065002
305,4.34673460706227,3.90910450823638
304,4.83695907254453,3.74701880283981
303,4.36370671770735,3.68451544327004
302,4.13206648804486,3.54687132685633
301,5.30010312883747,3.58246990175883
300,4.22748308714671,3.63492353207658
